pTM,Has_Clash,Fraction_Disordered,Ranking_Score,Matrix_iPTM,Matrix_PAE,Sample_ID,JSON_Path,Affinity_dG,Scientific_Score,MAb,Target
0.53,0,0.13,0.5,0.195,8.23,ixotatug_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD18/ixotatug_vs_cld18/ixotatug_vs_cld18_summary_confidences.json,-10.779,0.4795361927036601,ixotatug,cld18
0.59,0,0.08,0.53,0.21000000000000002,9.76,sonesitamab_vs_cld6,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD6/sonesitamab_vs_cld6/sonesitamab_vs_cld6_summary_confidences.json,-15.182,0.47248449240451873,sonesitamab,cld6
0.57,0,0.11,0.53,0.225,7.4,garetatug_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD14/garetatug_vs_cld14/garetatug_vs_cld14_summary_confidences.json,-9.594,0.4723563153356627,garetatug,cld14
0.6,0,0.03,0.51,0.21,8.15,tecotabart_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD34/tecotabart_vs_cld34/tecotabart_vs_cld34_summary_confidences.json,-10.145,0.4711491154697337,tecotabart,cld34
0.57,0,0.08,0.5,0.28500000000000003,9.32,omectatug_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD25/omectatug_vs_cld25/omectatug_vs_cld25_summary_confidences.json,-10.486,0.47058356952773844,omectatug,cld25
0.6,0,0.06,0.53,0.235,9.67,osemitamab_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD24/osemitamab_vs_cld24/osemitamab_vs_cld24_summary_confidences.json,-11.241,0.46318213103807293,osemitamab,cld24
0.58,0,0.05,0.49,0.16,8.17,osemitamab_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD11/osemitamab_vs_cld11/osemitamab_vs_cld11_summary_confidences.json,-10.473,0.46216395005145394,osemitamab,cld11
0.56,0,0.07,0.49,0.16499999999999998,9.09,sonesitamab_vs_cld8,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD8/sonesitamab_vs_cld8/sonesitamab_vs_cld8_summary_confidences.json,-11.812,0.461758783254525,sonesitamab,cld8
0.58,0,0.05,0.5,0.165,9.51,zolbetuximab_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD1/zolbetuximab_vs_cld1/zolbetuximab_vs_cld1_summary_confidences.json,-14.175,0.4615224704124333,zolbetuximab,cld1
0.59,0,0.07,0.52,0.2,9.78,osemitamab_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD20/osemitamab_vs_cld20/osemitamab_vs_cld20_summary_confidences.json,-12.393,0.46015697687206547,osemitamab,cld20
0.56,0,0.11,0.51,0.20500000000000002,9.96,tecotabart_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD14/tecotabart_vs_cld14/tecotabart_vs_cld14_summary_confidences.json,-14.652,0.45998259076949977,tecotabart,cld14
0.58,0,0.03,0.49,0.175,9.17,omectatug_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD34/omectatug_vs_cld34/omectatug_vs_cld34_summary_confidences.json,-11.477,0.45969983426741645,omectatug,cld34
0.55,0,0.07,0.47,0.13,9.04,zolbetuximab_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD17/zolbetuximab_vs_cld17/zolbetuximab_vs_cld17_summary_confidences.json,-13.334,0.4594779841279099,zolbetuximab,cld17
0.58,0,0.07,0.51,0.175,7.3,omectatug_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD20/omectatug_vs_cld20/omectatug_vs_cld20_summary_confidences.json,-9.571,0.4556056148312442,omectatug,cld20
0.6,0,0.05,0.53,0.21000000000000002,10.06,sonesitamab_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD1/sonesitamab_vs_cld1/sonesitamab_vs_cld1_summary_confidences.json,-11.879,0.4499853430394206,sonesitamab,cld1
0.6,0,0.05,0.52,0.225,10.36,sonesitamab_vs_cld7,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD7/sonesitamab_vs_cld7/sonesitamab_vs_cld7_summary_confidences.json,-12.208,0.44885498455873435,sonesitamab,cld7
0.53,0,0.19,0.53,0.225,8.89,tecotabart_vs_cld23,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD23/tecotabart_vs_cld23/tecotabart_vs_cld23_summary_confidences.json,-11.682,0.4480604567490254,tecotabart,cld23
0.58,0,0.07,0.52,0.195,9.88,zolbetuximab_vs_cld8,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD8/zolbetuximab_vs_cld8/zolbetuximab_vs_cld8_summary_confidences.json,-11.845,0.44797919826670285,zolbetuximab,cld8
0.6,0,0.05,0.53,0.225,10.48,omectatug_vs_cld4,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD4/omectatug_vs_cld4/omectatug_vs_cld4_summary_confidences.json,-12.242,0.4448818586578164,omectatug,cld4
0.56,0,0.07,0.5,0.155,9.83,ixotatug_vs_cld6,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD6/ixotatug_vs_cld6/ixotatug_vs_cld6_summary_confidences.json,-14.687,0.4446554261487365,ixotatug,cld6
0.57,0,0.08,0.51,0.175,10.07,sonesitamab_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD2/sonesitamab_vs_cld2/sonesitamab_vs_cld2_summary_confidences.json,-14.115,0.44443604107419116,sonesitamab,cld2
0.55,0,0.09,0.5,0.195,9.92,ixotatug_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD10/ixotatug_vs_cld10/ixotatug_vs_cld10_summary_confidences.json,-11.823,0.4432622443336469,ixotatug,cld10
0.6,0,0.05,0.53,0.215,9.61,gresonitamab_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD1/gresonitamab_vs_cld1/gresonitamab_vs_cld1_summary_confidences.json,-10.716,0.44326036618700826,gresonitamab,cld1
0.57,0,0.07,0.49,0.15,9.13,sonesitamab_vs_cld9,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD9/sonesitamab_vs_cld9/sonesitamab_vs_cld9_summary_confidences.json,-11.138,0.4431355215543587,sonesitamab,cld9
0.58,0,0.08,0.51,0.18,9.81,sonesitamab_vs_cld3,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD3/sonesitamab_vs_cld3/sonesitamab_vs_cld3_summary_confidences.json,-11.652,0.44174782383445155,sonesitamab,cld3
0.56,0,0.11,0.5,0.19,10.04,omectatug_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD14/omectatug_vs_cld14/omectatug_vs_cld14_summary_confidences.json,-11.906,0.4390355606486714,omectatug,cld14
0.56,0,0.08,0.5,0.155,9.68,zolbetuximab_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD19/zolbetuximab_vs_cld19/zolbetuximab_vs_cld19_summary_confidences.json,-11.855,0.4372512839579201,zolbetuximab,cld19
0.57,0,0.08,0.51,0.18,9.8,eclutatug_vs_cld3,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD3/eclutatug_vs_cld3/eclutatug_vs_cld3_summary_confidences.json,-11.394,0.4366635855105129,eclutatug,cld3
0.57,0,0.08,0.51,0.18,9.8,lixudebart_vs_cld3,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD3/lixudebart_vs_cld3/lixudebart_vs_cld3_summary_confidences.json,-11.394,0.4366635855105129,lixudebart,cld3
0.59,0,0.05,0.51,0.185,10.51,omectatug_vs_cld7,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD7/omectatug_vs_cld7/omectatug_vs_cld7_summary_confidences.json,-13.787,0.43414716216731225,omectatug,cld7
0.57,0,0.06,0.49,0.14,8.97,garetatug_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD5/garetatug_vs_cld5/garetatug_vs_cld5_summary_confidences.json,-10.687,0.43217159150150897,garetatug,cld5
0.54,0,0.08,0.47,0.175,9.72,sonesitamab_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD12/sonesitamab_vs_cld12/sonesitamab_vs_cld12_summary_confidences.json,-11.242,0.4314181299580495,sonesitamab,cld12
0.58,0,0.05,0.5,0.155,9.93,osemitamab_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD1/osemitamab_vs_cld1/osemitamab_vs_cld1_summary_confidences.json,-11.939,0.43136382524165995,osemitamab,cld1
0.57,0,0.06,0.5,0.155,9.51,omectatug_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD5/omectatug_vs_cld5/omectatug_vs_cld5_summary_confidences.json,-11.096,0.43055701934198826,omectatug,cld5
0.56,0,0.06,0.49,0.155,10.1,ixotatug_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD1/ixotatug_vs_cld1/ixotatug_vs_cld1_summary_confidences.json,-12.597,0.4291884496667029,ixotatug,cld1
0.58,0,0.07,0.52,0.195,9.23,gresonitamab_vs_cld6,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD6/gresonitamab_vs_cld6/gresonitamab_vs_cld6_summary_confidences.json,-10.241,0.4288630791225526,gresonitamab,cld6
0.57,0,0.08,0.51,0.18,10.55,sonesitamab_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD19/sonesitamab_vs_cld19/sonesitamab_vs_cld19_summary_confidences.json,-13.786,0.42871653969880286,sonesitamab,cld19
0.56,0,0.03,0.48,0.15,9.84,gresonitamab_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD34/gresonitamab_vs_cld34/gresonitamab_vs_cld34_summary_confidences.json,-11.76,0.42826176564873175,gresonitamab,cld34
0.58,0,0.05,0.5,0.18,9.97,sonesitamab_vs_cld4,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD4/sonesitamab_vs_cld4/sonesitamab_vs_cld4_summary_confidences.json,-11.144,0.4262766917586317,sonesitamab,cld4
0.52,0,0.2,0.52,0.2,9.32,sonesitamab_vs_cld23,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD23/sonesitamab_vs_cld23/sonesitamab_vs_cld23_summary_confidences.json,-14.116,0.4262232382469583,sonesitamab,cld23
0.58,0,0.07,0.51,0.175,9.27,garetatug_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD17/garetatug_vs_cld17/garetatug_vs_cld17_summary_confidences.json,-10.372,0.42492577286977495,garetatug,cld17
0.56,0,0.09,0.5,0.16,8.32,garetatug_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD16/garetatug_vs_cld16/garetatug_vs_cld16_summary_confidences.json,-9.747,0.4210597372077324,garetatug,cld16
0.57,0,0.08,0.52,0.255,9.03,zolbetuximab_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD12/zolbetuximab_vs_cld12/zolbetuximab_vs_cld12_summary_confidences.json,-9.46,0.41832497260626256,zolbetuximab,cld12
0.59,0,0.08,0.53,0.195,10.43,omectatug_vs_cld3,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD3/omectatug_vs_cld3/omectatug_vs_cld3_summary_confidences.json,-11.084,0.4154060059497355,omectatug,cld3
0.57,0,0.09,0.51,0.19,10.42,osemitamab_vs_cld15,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD15/osemitamab_vs_cld15/osemitamab_vs_cld15_summary_confidences.json,-11.211,0.41473681508941923,osemitamab,cld15
0.57,0,0.05,0.49,0.15,10.18,tecotabart_vs_cld7,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD7/tecotabart_vs_cld7/tecotabart_vs_cld7_summary_confidences.json,-11.435,0.4118643967207053,tecotabart,cld7
0.55,0,0.08,0.5,0.19,10.78,gresonitamab_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD12/gresonitamab_vs_cld12/gresonitamab_vs_cld12_summary_confidences.json,-11.698,0.408798559900287,gresonitamab,cld12
0.57,0,0.09,0.51,0.18,9.76,osemitamab_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD10/osemitamab_vs_cld10/osemitamab_vs_cld10_summary_confidences.json,-10.37,0.40834503839221736,osemitamab,cld10
0.56,0,0.06,0.48,0.135,10.61,sonesitamab_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD24/sonesitamab_vs_cld24/sonesitamab_vs_cld24_summary_confidences.json,-13.97,0.4079190388596956,sonesitamab,cld24
0.58,0,0.08,0.52,0.185,10.22,osemitamab_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD19/osemitamab_vs_cld19/osemitamab_vs_cld19_summary_confidences.json,-10.728,0.40786053345109663,osemitamab,cld19
0.58,0,0.07,0.52,0.23,9.41,gresonitamab_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD17/gresonitamab_vs_cld17/gresonitamab_vs_cld17_summary_confidences.json,-9.662,0.40742737937552065,gresonitamab,cld17
0.56,0,0.06,0.49,0.15,9.95,sonesitamab_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD5/sonesitamab_vs_cld5/sonesitamab_vs_cld5_summary_confidences.json,-10.765,0.4026729781149403,sonesitamab,cld5
0.58,0,0.08,0.52,0.185,10.0,garetatug_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD19/garetatug_vs_cld19/garetatug_vs_cld19_summary_confidences.json,-10.312,0.4003904803789727,garetatug,cld19
0.59,0,0.06,0.52,0.21500000000000002,9.41,osemitamab_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD22/osemitamab_vs_cld22/osemitamab_vs_cld22_summary_confidences.json,-9.621,0.40011148719570305,osemitamab,cld22
0.56,0,0.09,0.5,0.175,11.13,osemitamab_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD2/osemitamab_vs_cld2/osemitamab_vs_cld2_summary_confidences.json,-12.491,0.3996790796640086,osemitamab,cld2
0.59,0,0.07,0.52,0.235,10.16,zolbetuximab_vs_cld6,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD6/zolbetuximab_vs_cld6/zolbetuximab_vs_cld6_summary_confidences.json,-9.955,0.399244187176625,zolbetuximab,cld6
0.55,0,0.14,0.52,0.20500000000000002,11.29,gresonitamab_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD18_2/gresonitamab_vs_cld18_2/gresonitamab_vs_cld18_2_summary_confidences.json,-11.82,0.39829390946385107,gresonitamab,cld18_2
0.52,0,0.12,0.48,0.135,10.55,zolbetuximab_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD18/zolbetuximab_vs_cld18/zolbetuximab_vs_cld18_summary_confidences.json,-12.147,0.39748330192780756,zolbetuximab,cld18
0.58,0,0.06,0.51,0.19,8.34,osemitamab_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD5/osemitamab_vs_cld5/osemitamab_vs_cld5_summary_confidences.json,-9.119,0.3971430212556347,osemitamab,cld5
0.55,0,0.08,0.48,0.13,10.13,sonesitamab_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD25/sonesitamab_vs_cld25/sonesitamab_vs_cld25_summary_confidences.json,-11.097,0.39643852742677527,sonesitamab,cld25
0.56,0,0.08,0.5,0.16999999999999998,10.43,ixotatug_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD19/ixotatug_vs_cld19/ixotatug_vs_cld19_summary_confidences.json,-10.853,0.3961911667543137,ixotatug,cld19
0.57,0,0.07,0.5,0.17,8.91,osemitamab_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD17/osemitamab_vs_cld17/osemitamab_vs_cld17_summary_confidences.json,-9.57,0.39504793664435334,osemitamab,cld17
0.55,0,0.09,0.48,0.135,10.97,garetatug_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD10/garetatug_vs_cld10/garetatug_vs_cld10_summary_confidences.json,-13.867,0.3938763049149703,garetatug,cld10
0.55,0,0.09,0.49,0.15000000000000002,10.98,zolbetuximab_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD10/zolbetuximab_vs_cld10/zolbetuximab_vs_cld10_summary_confidences.json,-12.417,0.3934864773510841,zolbetuximab,cld10
0.57,0,0.07,0.49,0.15,10.59,garetatug_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD20/garetatug_vs_cld20/garetatug_vs_cld20_summary_confidences.json,-11.221,0.3928870256319383,garetatug,cld20
0.57,0,0.05,0.49,0.155,7.57,ixotatug_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD11/ixotatug_vs_cld11/ixotatug_vs_cld11_summary_confidences.json,-8.848,0.3927325342207624,ixotatug,cld11
0.57,0,0.07,0.5,0.155,10.49,tecotabart_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD20/tecotabart_vs_cld20/tecotabart_vs_cld20_summary_confidences.json,-10.946,0.39168102820755957,tecotabart,cld20
0.57,0,0.08,0.51,0.20500000000000002,11.87,eclutatug_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD2/eclutatug_vs_cld2/eclutatug_vs_cld2_summary_confidences.json,-13.362,0.3904947898890311,eclutatug,cld2
0.57,0,0.08,0.51,0.20500000000000002,11.87,lixudebart_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD2/lixudebart_vs_cld2/lixudebart_vs_cld2_summary_confidences.json,-13.362,0.3904947898890311,lixudebart,cld2
0.59,0,0.05,0.51,0.16999999999999998,11.04,garetatug_vs_cld4,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD4/garetatug_vs_cld4/garetatug_vs_cld4_summary_confidences.json,-11.384,0.3901854788520326,garetatug,cld4
0.56,0,0.09,0.5,0.155,11.13,zolbetuximab_vs_cld15,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD15/zolbetuximab_vs_cld15/zolbetuximab_vs_cld15_summary_confidences.json,-12.1,0.388294614836157,zolbetuximab,cld15
0.56,0,0.06,0.48,0.16,10.57,sonesitamab_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD22/sonesitamab_vs_cld22/sonesitamab_vs_cld22_summary_confidences.json,-10.846,0.38698562176308227,sonesitamab,cld22
0.57,0,0.08,0.51,0.21,11.86,eclutatug_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD19/eclutatug_vs_cld19/eclutatug_vs_cld19_summary_confidences.json,-11.851,0.3823425877604192,eclutatug,cld19
0.57,0,0.08,0.51,0.21,11.86,lixudebart_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD19/lixudebart_vs_cld19/lixudebart_vs_cld19_summary_confidences.json,-11.851,0.3823425877604192,lixudebart,cld19
0.55,0,0.06,0.47,0.135,10.59,garetatug_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD22/garetatug_vs_cld22/garetatug_vs_cld22_summary_confidences.json,-11.097,0.38200995599820387,garetatug,cld22
0.58,0,0.09,0.52,0.20500000000000002,8.76,omectatug_vs_cld15,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD15/omectatug_vs_cld15/omectatug_vs_cld15_summary_confidences.json,-9.019,0.38190174999161697,omectatug,cld15
0.54,0,0.09,0.48,0.14,10.52,zolbetuximab_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD2/zolbetuximab_vs_cld2/zolbetuximab_vs_cld2_summary_confidences.json,-10.868,0.379413815644339,zolbetuximab,cld2
0.53,0,0.12,0.49,0.19,11.52,osemitamab_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD18/osemitamab_vs_cld18/osemitamab_vs_cld18_summary_confidences.json,-11.623,0.37922466503936125,osemitamab,cld18
0.56,0,0.14,0.53,0.22,9.9,osemitamab_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD18_2/osemitamab_vs_cld18_2/osemitamab_vs_cld18_2_summary_confidences.json,-9.558,0.3779974131757472,osemitamab,cld18_2
0.57,0,0.05,0.48,0.14,9.04,garetatug_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD11/garetatug_vs_cld11/garetatug_vs_cld11_summary_confidences.json,-9.558,0.377711698890033,garetatug,cld11
0.55,0,0.07,0.48,0.15000000000000002,11.36,lixudebart_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD17/lixudebart_vs_cld17/lixudebart_vs_cld17_summary_confidences.json,-12.024,0.3762688092312727,lixudebart,cld17
0.55,0,0.07,0.48,0.15000000000000002,11.36,eclutatug_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD17/eclutatug_vs_cld17/eclutatug_vs_cld17_summary_confidences.json,-12.024,0.3762688092312727,eclutatug,cld17
0.58,0,0.07,0.51,0.165,10.42,garetatug_vs_cld9,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD9/garetatug_vs_cld9/garetatug_vs_cld9_summary_confidences.json,-10.255,0.37496961765974657,garetatug,cld9
